,일자,시간대,기온,강수량,풍속,풍향,습도,적설
0,20181001,0,14.1,0.0,2.6,270.0,55.0,0.0
1,20181001,1,13.9,0.0,2.0,270.0,57.0,0.0
2,20181001,2,13.9,0.0,2.4,270.0,56.0,0.0
3,20181001,3,13.6,0.0,1.6,230.0,56.0,0.0
4,20181001,4,13.7,0.0,1.9,270.0,56.0,0.0
5,20181001,5,13.7,0.0,1.8,250.0,57.0,0.0
6,20181001,6,13.3,0.0,2.3,270.0,56.0,0.0
7,20181001,7,13.1,0.0,2.1,250.0,58.0,0.0
8,20181001,8,13.7,0.0,2.4,270.0,54.0,0.0
9,20181001,9,14.9,0.0,3.4,320.0,50.0,0.0
10,20181001,10,16.3,0.0,3.6,270.0,47.0,0.0
11,20181001,11,17.0,0.0,4.5,320.0,45.0,0.0
12,20181001,12,18.4,0.0,3.5,270.0,40.0,0.0
13,20181001,13,17.6,0.0,4.7,320.0,49.0,0.0
14,20181001,14,19.3,0.0,3.5,250.0,36.0,0.0
15,20181001,15,19.0,0.0,3.8,250.0,40.0,0.0
16,20181001,16,17.7,0.0,3.4,270.0,47.0,0.0
17,20181001,17,17.2,0.0,2.9,270.0,53.0,0.0
18,20181001,18,16.6,0.0,2.9,270.0,61.0,0.0
19,20181001,19,16.2,0.0,2.2,290.0,62.0,0.0
20,20181001,20,15.4,0.0,2.1,290.0,63.0,0.0
21,20181001,21,14.6,0.0,4.0,340.0,66.0,0.0
22,20181001,22,13.9,0.0,0.5,290.0,69.0,0.0
23,20181001,23,13.4,0.0,3.7,340.0,69.0,0.0
24,20181002,0,13.0,0.0,1.8,290.0,72.0,0.0
25,20181002,1,12.5,0.0,1.9,290.0,74.0,0.0
26,20181002,2,12.3,0.0,1.6,290.0,75.0,0.0
27,20181002,3,11.8,0.0,0.3,0.0,78.0,0.0
28,20181002,4,11.2,0.0,0.3,0.0,80.0,0.0
29,20181002,5,10.8,0.0,0.3,0.0,82.0,0.0
30,20181002,6,10.6,0.0,0.0,0.0,81.0,0.0
31,20181002,7,10.4,0.0,0.3,0.0,81.0,0.0
32,20181002,8,11.2,0.0,0.9,20.0,69.0,0.0
33,20181002,9,13.9,0.0,1.6,200.0,66.0,0.0
34,20181002,10,16.7,0.0,2.4,180.0,58.0,0.0
35,20181002,11,18.3,0.0,3.0,290.0,44.0,0.0
36,20181002,12,19.4,0.0,3.1,290.0,41.0,0.0
37,20181002,13,20.4,0.0,2.6,270.0,36.0,0.0
38,20181002,14,21.5,0.0,2.5,180.0,39.0,0.0
39,20181002,15,21.8,0.0,2.6,270.0,38.0,0.0
40,20181002,16,21.7,0.0,3.2,270.0,36.0,0.0
41,20181002,17,21.2,0.0,2.4,270.0,40.0,0.0
42,20181002,18,19.2,0.0,2.2,270.0,48.0,0.0
43,20181002,19,17.6,0.0,1.7,290.0,57.0,0.0
44,20181002,20,16.8,0.0,2.0,290.0,62.0,0.0
45,20181002,21,16.2,0.0,1.5,290.0,65.0,0.0
46,20181002,22,15.5,0.0,0.8,270.0,69.0,0.0
47,20181002,23,14.8,0.0,0.1,0.0,68.0,0.0
48,20181003,0,14.5,0.0,0.4,0.0,74.0,0.0
49,20181003,1,13.8,0.0,0.5,20.0,75.0,0.0
50,20181003,2,13.2,0.0,1.2,50.0,77.0,0.0
51,20181003,3,12.6,0.0,0.6,50.0,78.0,0.0
52,20181003,4,12.1,0.0,1.2,50.0,80.0,0.0
53,20181003,5,11.8,0.0,1.1,20.0,82.0,0.0
54,20181003,6,11.4,0.0,0.3,0.0,84.0,0.0
55,20181003,7,11.2,0.0,0.3,0.0,85.0,0.0
56,20181003,8,11.8,0.0,1.0,20.0,73.0,0.0
57,20181003,9,14.4,0.0,0.7,90.0,61.0,0.0
58,20181003,10,17.3,0.0,0.7,290.0,53.0,0.0
59,20181003,11,20.3,0.0,1.6,180.0,46.0,0.0
60,20181003,12,21.4,0.0,1.4,340.0,40.0,0.0
61,20181003,13,22.5,0.0,2.6,290.0,40.0,0.0
62,20181003,14,23.4,0.0,1.6,340.0,35.0,0.0
63,20181003,15,24.1,0.0,2.0,270.0,34.0,0.0
64,20181003,16,24.0,0.0,2.7,290.0,34.0,0.0
65,20181003,17,23.3,0.0,1.7,320.0,36.0,0.0
66,20181003,18,21.5,0.0,1.8,340.0,43.0,0.0
67,20181003,19,20.0,0.0,1.5,340.0,49.0,0.0
68,20181003,20,18.6,0.0,1.5,290.0,55.0,0.0
69,20181003,21,17.6,0.0,1.6,290.0,59.0,0.0
70,20181003,22,16.9,0.0,0.2,0.0,63.0,0.0
71,20181003,23,16.1,0.0,0.6,360.0,63.0,0.0
72,20181004,0,15.5,0.0,0.8,20.0,65.0,0.0
73,20181004,1,14.7,0.0,0.6,20.0,69.0,0.0
74,20181004,2,14.0,0.0,0.5,20.0,73.0,0.0
75,20181004,3,13.6,0.0,0.8,50.0,75.0,0.0
76,20181004,4,13.3,0.0,0.4,0.0,75.0,0.0
77,20181004,5,13.2,0.0,0.9,50.0,73.0,0.0
78,20181004,6,13.2,0.0,1.1,90.0,73.0,0.0
79,20181004,7,13.2,0.0,0.8,70.0,75.0,0.0
80,20181004,8,13.9,0.0,0.9,70.0,68.0,0.0
81,20181004,9,16.7,0.0,1.8,70.0,58.0,0.0
82,20181004,10,19.0,0.0,1.7,70.0,49.0,0.0
83,20181004,11,21.3,0.0,1.9,70.0,41.0,0.0
84,20181004,12,23.2,0.0,1.7,90.0,38.0,0.0
85,20181004,13,23.4,0.0,1.4,50.0,39.0,0.0
86,20181004,14,24.3,0.0,1.7,70.0,39.0,0.0
87,20181004,15,25.3,0.0,1.6,90.0,39.0,0.0
88,20181004,16,25.1,0.0,1.0,70.0,41.0,0.0
89,20181004,17,24.2,0.0,1.5,90.0,44.0,0.0
90,20181004,18,23.1,0.0,1.3,90.0,48.0,0.0
91,20181004,19,22.3,0.0,1.4,70.0,50.0,0.0
92,20181004,20,21.3,0.0,1.8,70.0,53.0,0.0
93,20181004,21,20.5,0.0,2.0,70.0,57.0,0.0
94,20181004,22,19.8,0.0,1.6,90.0,60.0,0.0
95,20181004,23,19.4,0.0,1.7,90.0,62.0,0.0
96,20181005,0,19.0,0.0,1.9,70.0,64.0,0.0
97,20181005,1,18.6,0.0,1.7,90.0,66.0,0.0
98,20181005,2,18.2,0.0,2.0,90.0,64.0,0.0
99,20181005,3,18.0,0.0,1.8,70.0,61.0,0.0
100,20181005,4,17.7,0.0,1.3,90.0,57.0,0.0
101,20181005,5,17.6,0.0,1.1,70.0,57.0,0.0
102,20181005,6,17.7,0.0,1.5,70.0,55.0,0.0
103,20181005,7,17.7,0.0,1.3,70.0,56.0,0.0
104,20181005,8,16.9,0.3,1.3,70.0,72.0,0.0
105,20181005,9,16.3,1.2,1.8,50.0,85.0,0.0
106,20181005,10,15.8,1.5,1.8,110.0,89.0,0.0
107,20181005,11,16.1,1.5,2.4,70.0,89.0,0.0
108,20181005,12,16.6,2.0,1.7,70.0,90.0,0.0
109,20181005,13,16.9,4.0,1.6,70.0,95.0,0.0
110,20181005,14,17.2,2.5,1.6,70.0,95.0,0.0
111,20181005,15,17.2,4.0,0.6,70.0,96.0,0.0
112,20181005,16,17.1,6.0,1.7,70.0,97.0,0.0
113,20181005,17,16.9,5.5,2.1,70.0,97.0,0.0
114,20181005,18,16.7,1.0,1.6,70.0,96.0,0.0
115,20181005,19,16.6,1.5,2.4,70.0,96.0,0.0
116,20181005,20,16.5,1.0,2.7,70.0,96.0,0.0
117,20181005,21,16.5,1.5,2.2,90.0,96.0,0.0
118,20181005,22,16.2,1.5,2.6,70.0,92.0,0.0
119,20181005,23,16.3,0.5,1.8,90.0,91.0,0.0
120,20181006,0,16.4,1.0,1.8,90.0,94.0,0.0
121,20181006,1,16.7,1.0,2.4,90.0,89.0,0.0
122,20181006,2,16.9,1.5,2.5,90.0,88.0,0.0
123,20181006,3,16.8,2.0,3.3,90.0,90.0,0.0
124,20181006,4,16.9,2.5,2.7,70.0,89.0,0.0
125,20181006,5,16.7,4.5,2.8,70.0,93.0,0.0
126,20181006,6,16.5,8.5,2.3,70.0,96.0,0.0
127,20181006,7,16.5,9.5,2.3,90.0,97.0,0.0
128,20181006,8,16.6,9.0,2.0,90.0,97.0,0.0
129,20181006,9,16.7,6.0,2.9,70.0,97.0,0.0
130,20181006,10,17.0,6.0,1.5,50.0,97.0,0.0
131,20181006,11,17.5,3.5,2.0,50.0,95.0,0.0
132,20181006,12,18.0,1.0,2.9,290.0,92.0,0.0
133,20181006,13,17.7,0.5,5.0,320.0,89.0,0.0
134,20181006,14,19.3,0.0,3.6,340.0,79.0,0.0
135,20181006,15,21.0,0.0,4.1,340.0,67.0,0.0
136,20181006,16,21.5,0.0,3.4,360.0,62.0,0.0
137,20181006,17,21.1,0.0,1.2,360.0,64.0,0.0
138,20181006,18,20.5,0.0,1.2,360.0,66.0,0.0
139,20181006,19,19.7,0.0,0.6,20.0,72.0,0.0
140,20181006,20,19.4,0.0,0.8,50.0,67.0,0.0
141,20181006,21,18.5,0.0,0.1,0.0,78.0,0.0
142,20181006,22,17.7,0.0,0.3,0.0,78.0,0.0
143,20181006,23,16.9,0.0,0.9,290.0,84.0,0.0
144,20181007,0,16.3,0.0,0.3,0.0,86.0,0.0
145,20181007,1,16.0,0.0,1.2,290.0,88.0,0.0
146,20181007,2,15.7,0.0,0.4,0.0,88.0,0.0
147,20181007,3,15.5,0.0,1.7,270.0,88.0,0.0
148,20181007,4,15.1,0.0,1.2,270.0,90.0,0.0
149,20181007,5,15.1,0.0,1.1,290.0,89.0,0.0
150,20181007,6,14.8,0.0,0.2,0.0,89.0,0.0
151,20181007,7,14.3,0.0,0.6,270.0,89.0,0.0
152,20181007,8,14.6,0.0,1.0,250.0,71.0,0.0
153,20181007,9,16.2,0.0,1.9,320.0,60.0,0.0
154,20181007,10,18.1,0.0,2.6,290.0,56.0,0.0
155,20181007,11,19.1,0.0,2.4,320.0,56.0,0.0
156,20181007,12,19.8,0.0,2.5,320.0,46.0,0.0
157,20181007,13,20.1,0.0,3.0,320.0,41.0,0.0
158,20181007,14,20.2,0.0,2.8,320.0,42.0,0.0
159,20181007,15,20.4,0.0,2.8,290.0,36.0,0.0
160,20181007,16,20.7,0.0,2.0,290.0,34.0,0.0
161,20181007,17,19.4,0.0,3.2,290.0,32.0,0.0
162,20181007,18,17.9,0.0,2.8,290.0,29.0,0.0
163,20181007,19,16.6,0.0,1.4,290.0,36.0,0.0
164,20181007,20,15.5,0.0,1.9,270.0,37.0,0.0
165,20181007,21,14.4,0.0,1.0,290.0,36.0,0.0
166,20181007,22,13.6,0.0,1.5,340.0,38.0,0.0
167,20181007,23,12.9,0.0,1.5,320.0,38.0,0.0
168,20181008,0,12.3,0.0,0.8,270.0,44.0,0.0
169,20181008,1,11.7,0.0,1.1,270.0,52.0,0.0
170,20181008,2,11.1,0.0,1.4,270.0,56.0,0.0
171,20181008,3,10.8,0.0,0.5,270.0,59.0,0.0
172,20181008,4,10.4,0.0,0.6,340.0,61.0,0.0
173,20181008,5,9.8,0.0,0.5,20.0,63.0,0.0
174,20181008,6,9.5,0.0,0.9,50.0,68.0,0.0
175,20181008,7,9.2,0.0,1.0,50.0,72.0,0.0
176,20181008,8,9.9,0.0,1.2,50.0,66.0,0.0
177,20181008,9,12.2,0.0,0.7,20.0,51.0,0.0
178,20181008,10,15.0,0.0,0.5,20.0,44.0,0.0
179,20181008,11,17.9,0.0,1.3,50.0,39.0,0.0
180,20181008,12,19.2,0.0,0.5,230.0,31.0,0.0
181,20181008,13,20.2,0.0,1.3,70.0,28.0,0.0
182,20181008,14,20.2,0.0,1.5,360.0,24.0,0.0
183,20181008,15,20.6,0.0,1.2,340.0,26.0,0.0
184,20181008,16,20.3,0.0,1.8,340.0,25.0,0.0
185,20181008,17,20.0,0.0,0.7,360.0,28.0,0.0
186,20181008,18,18.1,0.0,1.0,290.0,39.0,0.0
187,20181008,19,16.4,0.0,1.8,290.0,42.0,0.0
188,20181008,20,15.5,0.0,2.2,290.0,45.0,0.0
189,20181008,21,15.1,0.0,2.6,320.0,48.0,0.0
190,20181008,22,14.4,0.0,1.1,290.0,49.0,0.0
191,20181008,23,13.5,0.0,0.5,20.0,55.0,0.0
192,20181009,0,12.6,0.0,0.2,0.0,54.0,0.0
193,20181009,1,12.0,0.0,0.7,20.0,58.0,0.0
194,20181009,2,11.4,0.0,1.1,20.0,65.0,0.0
195,20181009,3,11.0,0.0,0.9,50.0,66.0,0.0
196,20181009,4,11.0,0.0,0.8,70.0,63.0,0.0
197,20181009,5,10.8,0.0,0.8,70.0,64.0,0.0
198,20181009,6,10.8,0.0,0.8,50.0,69.0,0.0
199,20181009,7,10.9,0.0,0.7,50.0,70.0,0.0
200,20181009,8,11.4,0.0,0.8,70.0,66.0,0.0
201,20181009,9,12.8,0.0,1.2,90.0,57.0,0.0
202,20181009,10,14.8,0.0,1.0,70.0,51.0,0.0
203,20181009,11,16.4,0.0,0.7,90.0,45.0,0.0
204,20181009,12,18.3,0.0,0.6,90.0,40.0,0.0
205,20181009,13,19.2,0.0,1.0,70.0,39.0,0.0
206,20181009,14,18.8,0.0,1.6,140.0,39.0,0.0
207,20181009,15,18.3,0.0,1.2,90.0,40.0,0.0
208,20181009,16,19.0,0.0,1.4,180.0,39.0,0.0
209,20181009,17,18.4,0.0,2.1,140.0,39.0,0.0
210,20181009,18,17.7,0.0,1.5,140.0,43.0,0.0
211,20181009,19,17.3,0.0,2.2,110.0,47.0,0.0
212,20181009,20,17.0,0.0,1.4,140.0,49.0,0.0
213,20181009,21,16.8,0.0,1.6,110.0,52.0,0.0
214,20181009,22,16.7,0.0,1.9,110.0,55.0,0.0
215,20181009,23,16.6,0.0,1.1,110.0,53.0,0.0
216,20181010,0,16.6,0.0,0.9,110.0,53.0,0.0
217,20181010,1,16.6,0.0,1.5,160.0,57.0,0.0
218,20181010,2,14.4,4.5,0.4,0.0,91.0,0.0
219,20181010,3,14.3,2.5,1.0,250.0,95.0,0.0
220,20181010,4,14.3,0.0,2.0,270.0,92.0,0.0
221,20181010,5,13.6,0.0,2.7,290.0,89.0,0.0
222,20181010,6,12.6,0.0,1.9,290.0,86.0,0.0
223,20181010,7,12.3,0.0,3.2,270.0,84.0,0.0
224,20181010,8,11.8,0.0,3.7,290.0,80.0,0.0
225,20181010,9,12.0,0.0,3.3,290.0,72.0,0.0
226,20181010,10,12.0,0.0,4.1,320.0,61.0,0.0
227,20181010,11,12.7,0.0,3.3,320.0,50.0,0.0
228,20181010,12,13.7,0.0,3.4,290.0,43.0,0.0
229,20181010,13,14.3,0.0,3.6,290.0,43.0,0.0
230,20181010,14,14.0,0.0,2.8,290.0,43.0,0.0
231,20181010,15,13.7,0.0,3.9,290.0,44.0,0.0
232,20181010,16,13.8,0.0,3.7,320.0,43.0,0.0
233,20181010,17,13.1,0.0,3.1,290.0,45.0,0.0
234,20181010,18,12.2,0.0,3.1,270.0,45.0,0.0
235,20181010,19,11.3,0.0,1.1,290.0,50.0,0.0
236,20181010,20,10.6,0.0,2.0,270.0,48.0,0.0
237,20181010,21,9.9,0.0,1.2,340.0,50.0,0.0
238,20181010,22,9.2,0.0,0.9,360.0,55.0,0.0
239,20181010,23,8.5,0.0,0.6,290.0,52.0,0.0
240,20181011,0,7.9,0.0,0.9,50.0,53.0,0.0
241,20181011,1,7.3,0.0,0.1,0.0,59.0,0.0
242,20181011,2,7.1,0.0,0.9,320.0,64.0,0.0
243,20181011,3,6.7,0.0,1.0,320.0,71.0,0.0
244,20181011,4,6.6,0.0,0.9,290.0,69.0,0.0
245,20181011,5,6.6,0.0,1.1,290.0,73.0,0.0
246,20181011,6,6.6,0.0,1.6,340.0,65.0,0.0
247,20181011,7,6.3,0.0,1.0,320.0,65.0,0.0
248,20181011,8,7.0,0.0,3.1,340.0,56.0,0.0
249,20181011,9,8.4,0.0,2.6,320.0,49.0,0.0
250,20181011,10,10.2,0.0,2.3,320.0,44.0,0.0
251,20181011,11,11.7,0.0,4.3,320.0,36.0,0.0
252,20181011,12,13.2,0.0,3.8,270.0,31.0,0.0
253,20181011,13,13.5,0.0,5.0,270.0,32.0,0.0
254,20181011,14,13.4,0.0,4.9,290.0,32.0,0.0
255,20181011,15,13.0,0.0,3.7,290.0,39.0,0.0
256,20181011,16,13.8,0.0,2.9,290.0,36.0,0.0
257,20181011,17,13.2,0.0,3.6,320.0,36.0,0.0
258,20181011,18,12.1,0.0,2.4,250.0,40.0,0.0
259,20181011,19,11.1,0.0,2.0,270.0,43.0,0.0
260,20181011,20,10.2,0.0,0.2,0.0,46.0,0.0
261,20181011,21,9.3,0.0,1.5,320.0,52.0,0.0
262,20181011,22,8.8,0.0,1.6,320.0,55.0,0.0
263,20181011,23,8.4,0.0,1.5,320.0,60.0,0.0
264,20181012,0,8.2,0.0,1.3,320.0,61.0,0.0
265,20181012,1,7.6,0.0,1.2,290.0,63.0,0.0
266,20181012,2,7.1,0.0,0.6,270.0,61.0,0.0
267,20181012,3,6.5,0.0,0.3,0.0,69.0,0.0
268,20181012,4,6.2,0.0,1.1,290.0,71.0,0.0
269,20181012,5,6.0,0.0,1.3,320.0,72.0,0.0
270,20181012,6,5.8,0.0,1.1,290.0,67.0,0.0
271,20181012,7,5.3,0.0,0.7,20.0,73.0,0.0
272,20181012,8,6.0,0.0,1.1,20.0,64.0,0.0
273,20181012,9,8.6,0.0,0.8,20.0,50.0,0.0
274,20181012,10,11.6,0.0,1.7,290.0,40.0,0.0
275,20181012,11,13.0,0.0,2.7,340.0,38.0,0.0
276,20181012,12,14.7,0.0,1.0,250.0,38.0,0.0
277,20181012,13,15.8,0.0,1.5,250.0,36.0,0.0
278,20181012,14,16.5,0.0,1.4,250.0,32.0,0.0
279,20181012,15,17.1,0.0,2.1,200.0,33.0,0.0
280,20181012,16,16.9,0.0,1.2,290.0,34.0,0.0
281,20181012,17,16.3,0.0,1.7,290.0,39.0,0.0
282,20181012,18,14.3,0.0,1.3,290.0,46.0,0.0
283,20181012,19,12.9,0.0,1.4,290.0,50.0,0.0
284,20181012,20,11.8,0.0,1.5,290.0,53.0,0.0
285,20181012,21,11.0,0.0,1.1,270.0,60.0,0.0
286,20181012,22,10.5,0.0,1.2,270.0,62.0,0.0
287,20181012,23,9.8,0.0,0.5,360.0,66.0,0.0
288,20181013,0,9.1,0.0,0.9,20.0,69.0,0.0
289,20181013,1,8.5,0.0,0.2,0.0,70.0,0.0
290,20181013,2,8.0,0.0,0.5,360.0,74.0,0.0
291,20181013,3,7.6,0.0,0.7,20.0,78.0,0.0
292,20181013,4,7.1,0.0,1.2,50.0,79.0,0.0
293,20181013,5,6.7,0.0,1.1,50.0,81.0,0.0
294,20181013,6,6.6,0.0,1.0,50.0,80.0,0.0
295,20181013,7,6.2,0.0,0.8,50.0,83.0,0.0
296,20181013,8,7.4,0.0,0.5,90.0,70.0,0.0
297,20181013,9,10.0,0.0,1.0,70.0,56.0,0.0
298,20181013,10,12.6,0.0,1.4,50.0,50.0,0.0
299,20181013,11,15.2,0.0,1.2,20.0,44.0,0.0
300,20181013,12,16.6,0.0,0.7,50.0,36.0,0.0
301,20181013,13,18.3,0.0,1.9,200.0,33.0,0.0
302,20181013,14,19.3,0.0,1.3,180.0,27.0,0.0
303,20181013,15,19.8,0.0,2.0,180.0,29.0,0.0
304,20181013,16,19.4,0.0,1.2,230.0,29.0,0.0
305,20181013,17,18.7,0.0,1.1,250.0,33.0,0.0
306,20181013,18,16.5,0.0,1.6,290.0,38.0,0.0
307,20181013,19,14.8,0.0,1.3,270.0,47.0,0.0
308,20181013,20,13.8,0.0,1.6,320.0,52.0,0.0
309,20181013,21,12.6,0.0,1.1,270.0,56.0,0.0
310,20181013,22,11.7,0.0,0.5,360.0,60.0,0.0
311,20181013,23,11.0,0.0,0.3,0.0,62.0,0.0
312,20181014,0,10.4,0.0,0.0,0.0,59.0,0.0
313,20181014,1,9.5,0.0,0.9,20.0,65.0,0.0
314,20181014,2,9.1,0.0,0.3,0.0,68.0,0.0
315,20181014,3,8.4,0.0,0.4,0.0,73.0,0.0
316,20181014,4,7.9,0.0,1.3,50.0,76.0,0.0
317,20181014,5,7.6,0.0,0.3,0.0,79.0,0.0
318,20181014,6,7.2,0.0,0.7,20.0,80.0,0.0
319,20181014,7,6.9,0.0,0.8,20.0,81.0,0.0
320,20181014,8,7.5,0.0,1.1,20.0,72.0,0.0
321,20181014,9,10.1,0.0,0.8,50.0,60.0,0.0
322,20181014,10,13.3,0.0,0.5,70.0,47.0,0.0
323,20181014,11,16.2,0.0,1.0,200.0,41.0,0.0
324,20181014,12,17.2,0.0,1.1,340.0,33.0,0.0
325,20181014,13,18.1,0.0,1.5,270.0,32.0,0.0
326,20181014,14,18.9,0.0,2.6,320.0,31.0,0.0
327,20181014,15,20.1,0.0,2.4,270.0,32.0,0.0
328,20181014,16,19.1,0.0,2.1,270.0,31.0,0.0
329,20181014,17,18.2,0.0,2.3,290.0,43.0,0.0
330,20181014,18,16.2,0.0,2.4,290.0,58.0,0.0
331,20181014,19,15.1,0.0,2.9,320.0,60.0,0.0
332,20181014,20,14.4,0.0,2.3,320.0,61.0,0.0
333,20181014,21,13.8,0.0,2.4,290.0,66.0,0.0
334,20181014,22,13.5,0.0,1.7,290.0,71.0,0.0
335,20181014,23,13.2,0.0,1.2,320.0,73.0,0.0
336,20181015,0,12.6,0.0,1.3,290.0,78.0,0.0
337,20181015,1,12.2,0.0,1.4,290.0,80.0,0.0
338,20181015,2,11.8,0.0,0.7,290.0,82.0,0.0
339,20181015,3,11.3,0.0,0.0,0.0,85.0,0.0
340,20181015,4,11.0,0.0,0.1,0.0,82.0,0.0
341,20181015,5,11.1,0.0,0.3,0.0,79.0,0.0
342,20181015,6,11.2,0.0,0.2,0.0,81.0,0.0
343,20181015,7,11.5,0.0,0.8,50.0,81.0,0.0
344,20181015,8,12.0,0.0,0.4,0.0,77.0,0.0
345,20181015,9,12.8,0.0,0.5,20.0,74.0,0.0
346,20181015,10,14.1,0.0,0.6,20.0,66.0,0.0
347,20181015,11,16.7,0.0,1.5,180.0,65.0,0.0
348,20181015,12,19.0,0.0,1.8,230.0,60.0,0.0
349,20181015,13,19.7,0.0,2.1,320.0,52.0,0.0
350,20181015,14,20.0,0.0,2.1,320.0,48.0,0.0
351,20181015,15,20.4,0.0,1.7,320.0,43.0,0.0
352,20181015,16,20.3,0.0,2.2,290.0,44.0,0.0
353,20181015,17,19.3,0.0,2.8,270.0,49.0,0.0
354,20181015,18,18.0,0.0,2.3,270.0,66.0,0.0
355,20181015,19,16.9,0.0,1.8,270.0,74.0,0.0
356,20181015,20,15.9,0.0,2.8,270.0,81.0,0.0
357,20181015,21,15.5,0.0,1.3,320.0,86.0,0.0
358,20181015,22,14.8,0.0,1.5,320.0,83.0,0.0
359,20181015,23,14.1,0.0,1.5,290.0,74.0,0.0
360,20181016,0,13.3,0.0,1.7,320.0,64.0,0.0
361,20181016,1,12.4,0.0,1.1,290.0,65.0,0.0
362,20181016,2,11.7,0.0,1.0,320.0,70.0,0.0
363,20181016,3,11.5,0.0,1.4,290.0,61.0,0.0
364,20181016,4,11.0,0.0,0.6,320.0,69.0,0.0
365,20181016,5,10.2,0.0,1.5,270.0,70.0,0.0
366,20181016,6,10.1,0.0,0.2,0.0,71.0,0.0
367,20181016,7,10.2,0.0,0.4,0.0,68.0,0.0
368,20181016,8,10.4,0.0,0.6,50.0,63.0,0.0
369,20181016,9,11.8,0.0,0.7,50.0,55.0,0.0
370,20181016,10,14.4,0.0,0.6,70.0,45.0,0.0
371,20181016,11,16.5,0.0,0.7,50.0,39.0,0.0
372,20181016,12,18.8,0.0,1.2,160.0,35.0,0.0
373,20181016,13,19.4,0.0,2.0,270.0,31.0,0.0
374,20181016,14,19.9,0.0,1.9,290.0,29.0,0.0
375,20181016,15,19.9,0.0,2.0,270.0,31.0,0.0
376,20181016,16,19.5,0.0,2.1,290.0,32.0,0.0
377,20181016,17,18.4,0.0,1.8,320.0,38.0,0.0
378,20181016,18,16.9,0.0,1.4,290.0,47.0,0.0
379,20181016,19,15.5,0.0,1.7,290.0,63.0,0.0
380,20181016,20,14.8,0.0,2.0,270.0,68.0,0.0
381,20181016,21,14.3,0.0,1.0,290.0,72.0,0.0
382,20181016,22,13.6,0.0,0.6,290.0,71.0,0.0
383,20181016,23,12.9,0.0,0.6,270.0,78.0,0.0
384,20181017,0,12.3,0.0,1.2,320.0,75.0,0.0
385,20181017,1,11.5,0.0,1.2,290.0,74.0,0.0
386,20181017,2,10.8,0.0,0.3,0.0,77.0,0.0
387,20181017,3,10.2,0.0,0.3,0.0,80.0,0.0
388,20181017,4,9.7,0.0,0.0,0.0,76.0,0.0
389,20181017,5,9.2,0.0,0.0,0.0,77.0,0.0
390,20181017,6,8.8,0.0,0.2,0.0,77.0,0.0
391,20181017,7,8.6,0.0,0.7,320.0,77.0,0.0
392,20181017,8,9.2,0.0,0.2,0.0,68.0,0.0
393,20181017,9,11.2,0.0,1.1,50.0,63.0,0.0
394,20181017,10,14.0,0.0,1.6,180.0,58.0,0.0
395,20181017,11,15.5,0.0,2.5,290.0,25.0,0.0
396,20181017,12,16.2,0.0,2.5,290.0,29.0,0.0
397,20181017,13,17.7,0.0,2.1,270.0,25.0,0.0
398,20181017,14,18.3,0.0,1.7,270.0,24.0,0.0
399,20181017,15,18.3,0.0,2.7,290.0,21.0,0.0
400,20181017,16,18.0,0.0,2.1,270.0,26.0,0.0
401,20181017,17,16.9,0.0,2.5,290.0,34.0,0.0
402,20181017,18,14.6,0.0,2.3,320.0,39.0,0.0
403,20181017,19,13.2,0.0,1.3,290.0,42.0,0.0
404,20181017,20,12.2,0.0,1.1,290.0,47.0,0.0
405,20181017,21,10.8,0.0,0.9,290.0,53.0,0.0
406,20181017,22,9.9,0.0,0.1,0.0,50.0,0.0
407,20181017,23,9.7,0.0,0.7,20.0,56.0,0.0
408,20181018,0,9.2,0.0,0.7,70.0,64.0,0.0
409,20181018,1,9.0,0.0,0.7,20.0,66.0,0.0
410,20181018,2,8.7,0.0,0.8,20.0,71.0,0.0
411,20181018,3,8.6,0.0,0.6,50.0,74.0,0.0
412,20181018,4,8.1,0.0,0.6,20.0,78.0,0.0
413,20181018,5,7.8,0.0,1.1,20.0,81.0,0.0
414,20181018,6,7.6,0.0,0.3,0.0,82.0,0.0
415,20181018,7,7.7,0.0,0.4,0.0,81.0,0.0
416,20181018,8,8.5,0.0,0.5,20.0,77.0,0.0
417,20181018,9,10.9,0.0,0.9,110.0,60.0,0.0
418,20181018,10,13.7,0.0,1.2,90.0,57.0,0.0
419,20181018,11,15.0,0.0,1.4,50.0,52.0,0.0
420,20181018,12,16.8,0.0,1.6,70.0,50.0,0.0
421,20181018,13,18.1,0.0,2.2,50.0,43.0,0.0
422,20181018,14,18.7,0.0,1.3,90.0,39.0,0.0
423,20181018,15,19.0,0.0,1.9,70.0,38.0,0.0
424,20181018,16,18.5,0.0,1.8,50.0,40.0,0.0
425,20181018,17,16.9,0.0,1.6,70.0,44.0,0.0
426,20181018,18,15.7,0.0,2.5,90.0,45.0,0.0
427,20181018,19,14.9,0.0,2.1,90.0,49.0,0.0
428,20181018,20,13.8,0.0,1.9,50.0,56.0,0.0
429,20181018,21,12.6,0.0,0.5,50.0,60.0,0.0
430,20181018,22,11.6,0.0,0.2,0.0,61.0,0.0
431,20181018,23,10.9,0.0,0.2,0.0,64.0,0.0
432,20181019,0,10.3,0.0,1.5,290.0,67.0,0.0
433,20181019,1,9.8,0.0,1.7,270.0,68.0,0.0
434,20181019,2,9.2,0.0,1.5,290.0,72.0,0.0
435,20181019,3,8.5,0.0,1.3,270.0,74.0,0.0
