,연,월,일,시간대,요일,기온,강수량,풍속,습도,적설량,미세먼지,초미세먼지,공휴일,통화건수
0,2016,10,01,0,토,19.4,0.0,0.8,73.0,0.0,48.0,26.0,0,67.0
1,2016,10,01,1,토,18.8,0.0,1.3,77.0,0.0,48.0,26.0,0,27.0
2,2016,10,01,10,토,20.7,0.0,1.8,72.0,0.0,48.0,26.0,0,10.0
3,2016,10,01,11,토,21.6,0.0,0.6,65.0,0.0,48.0,26.0,0,28.0
4,2016,10,01,12,토,24.0,0.0,1.5,55.0,0.0,48.0,26.0,0,64.0
5,2016,10,01,13,토,24.5,0.0,1.9,57.0,0.0,48.0,26.0,0,56.0
6,2016,10,01,14,토,25.0,0.0,1.0,55.0,0.0,48.0,26.0,0,47.0
7,2016,10,01,15,토,24.8,0.0,1.1,53.0,0.0,48.0,26.0,0,68.0
8,2016,10,01,16,토,25.5,0.0,1.0,49.0,0.0,48.0,26.0,0,78.0
9,2016,10,01,17,토,24.6,0.0,2.0,56.0,0.0,48.0,26.0,0,129.0
10,2016,10,01,18,토,23.6,0.0,2.2,59.0,0.0,48.0,26.0,0,205.0
11,2016,10,01,19,토,22.7,0.0,1.1,59.0,0.0,48.0,26.0,0,194.0
12,2016,10,01,2,토,18.5,0.0,0.4,78.0,0.0,48.0,26.0,0,16.0
13,2016,10,01,20,토,22.1,0.0,0.8,66.0,0.0,48.0,26.0,0,133.0
14,2016,10,01,21,토,21.5,0.0,0.5,70.0,0.0,48.0,26.0,0,142.0
15,2016,10,01,22,토,21.0,0.0,0.9,74.0,0.0,48.0,26.0,0,164.0
16,2016,10,01,23,토,20.4,0.0,0.8,78.0,0.0,48.0,26.0,0,106.0
17,2016,10,01,3,토,18.3,0.0,0.4,79.0,0.0,48.0,26.0,0,10.0
18,2016,10,01,4,토,18.1,0.0,1.3,81.0,0.0,48.0,26.0,0,18.0
19,2016,10,01,5,토,17.8,0.0,0.7,83.0,0.0,48.0,26.0,0,5.0
20,2016,10,01,6,토,17.6,0.0,1.9,85.0,0.0,48.0,26.0,0,0.0
21,2016,10,01,7,토,17.5,0.0,1.7,86.0,0.0,48.0,26.0,0,0.0
22,2016,10,01,8,토,17.9,0.0,1.1,82.0,0.0,48.0,26.0,0,0.0
23,2016,10,01,9,토,19.4,0.0,1.1,74.0,0.0,48.0,26.0,0,0.0
24,2016,10,02,0,일,19.9,0.0,1.3,77.0,0.0,30.0,16.0,0,56.0
25,2016,10,02,1,일,19.7,0.0,1.8,76.0,0.0,30.0,16.0,0,25.0
26,2016,10,02,10,일,19.9,0.1,1.1,81.0,0.0,30.0,16.0,0,5.0
27,2016,10,02,11,일,20.2,0.0,2.3,75.0,0.0,30.0,16.0,0,35.0
28,2016,10,02,12,일,19.6,0.4,2.2,87.0,0.0,30.0,16.0,0,72.0
29,2016,10,02,13,일,18.6,4.0,1.8,86.0,0.0,30.0,16.0,0,78.0
30,2016,10,02,14,일,18.0,1.5,3.5,85.0,0.0,30.0,16.0,0,66.0
31,2016,10,02,15,일,17.7,0.5,5.1,87.0,0.0,30.0,16.0,0,62.0
32,2016,10,02,16,일,17.6,1.5,4.3,88.0,0.0,30.0,16.0,0,113.0
33,2016,10,02,17,일,17.2,3.5,4.5,90.0,0.0,30.0,16.0,0,182.0
34,2016,10,02,18,일,16.7,6.5,4.9,93.0,0.0,30.0,16.0,0,218.0
35,2016,10,02,19,일,17.0,0.0,3.4,89.0,0.0,30.0,16.0,0,166.0
36,2016,10,02,2,일,19.4,0.0,1.3,76.0,0.0,30.0,16.0,0,11.0
37,2016,10,02,20,일,17.4,0.0,2.9,86.0,0.0,30.0,16.0,0,161.0
38,2016,10,02,21,일,17.9,0.0,3.1,86.0,0.0,30.0,16.0,0,189.0
39,2016,10,02,22,일,18.6,0.0,2.1,88.0,0.0,30.0,16.0,0,159.0
40,2016,10,02,23,일,21.5,0.0,3.1,82.0,0.0,30.0,16.0,0,92.0
41,2016,10,02,3,일,19.3,0.0,1.8,77.0,0.0,30.0,16.0,0,15.0
42,2016,10,02,4,일,19.2,0.0,1.5,75.0,0.0,30.0,16.0,0,5.0
43,2016,10,02,5,일,19.1,0.0,1.1,78.0,0.0,30.0,16.0,0,5.0
44,2016,10,02,6,일,19.0,0.0,2.1,78.0,0.0,30.0,16.0,0,0.0
45,2016,10,02,7,일,19.0,0.0,2.7,79.0,0.0,30.0,16.0,0,0.0
46,2016,10,02,8,일,19.3,0.0,1.7,76.0,0.0,30.0,16.0,0,0.0
47,2016,10,02,9,일,19.5,0.0,1.6,79.0,0.0,30.0,16.0,0,0.0
48,2016,10,03,0,월,22.3,0.5,3.5,86.0,0.0,17.0,9.0,1,52.0
49,2016,10,03,1,월,22.4,1.0,3.1,89.0,0.0,17.0,9.0,1,32.0
50,2016,10,03,10,월,22.0,0.0,2.2,81.0,0.0,17.0,9.0,1,15.0
51,2016,10,03,11,월,21.8,0.0,2.5,78.0,0.0,17.0,9.0,1,31.0
52,2016,10,03,12,월,23.1,0.0,2.6,74.0,0.0,17.0,9.0,1,52.0
53,2016,10,03,13,월,25.1,0.0,1.3,65.0,0.0,17.0,9.0,1,52.0
54,2016,10,03,14,월,26.2,0.0,2.9,61.0,0.0,17.0,9.0,1,62.0
55,2016,10,03,15,월,26.7,0.0,3.2,54.0,0.0,17.0,9.0,1,58.0
56,2016,10,03,16,월,27.7,0.0,3.6,43.0,0.0,17.0,9.0,1,69.0
57,2016,10,03,17,월,27.1,0.0,2.4,51.0,0.0,17.0,9.0,1,127.0
58,2016,10,03,18,월,25.2,0.0,2.5,53.0,0.0,17.0,9.0,1,195.0
59,2016,10,03,19,월,24.0,0.0,2.0,54.0,0.0,17.0,9.0,1,167.0
60,2016,10,03,2,월,22.9,1.0,4.7,88.0,0.0,17.0,9.0,1,20.0
61,2016,10,03,20,월,22.8,0.0,1.4,64.0,0.0,17.0,9.0,1,117.0
62,2016,10,03,21,월,21.9,0.0,1.6,66.0,0.0,17.0,9.0,1,99.0
63,2016,10,03,22,월,21.2,0.0,1.3,65.0,0.0,17.0,9.0,1,94.0
64,2016,10,03,23,월,20.2,0.0,1.6,74.0,0.0,17.0,9.0,1,75.0
65,2016,10,03,3,월,23.0,0.5,4.4,90.0,0.0,17.0,9.0,1,10.0
66,2016,10,03,4,월,22.7,1.0,5.4,89.0,0.0,17.0,9.0,1,10.0
67,2016,10,03,5,월,22.2,1.0,4.6,90.0,0.0,17.0,9.0,1,5.0
68,2016,10,03,6,월,21.4,0.0,3.9,91.0,0.0,17.0,9.0,1,5.0
69,2016,10,03,7,월,20.5,2.0,3.2,93.0,0.0,17.0,9.0,1,0.0
70,2016,10,03,8,월,20.0,0.0,1.3,93.0,0.0,17.0,9.0,1,0.0
71,2016,10,03,9,월,20.5,0.0,1.5,90.0,0.0,17.0,9.0,1,0.0
72,2016,10,04,0,화,19.6,0.0,1.8,68.0,0.0,34.0,15.0,0,33.0
73,2016,10,04,1,화,18.9,0.0,0.9,72.0,0.0,34.0,15.0,0,27.0
74,2016,10,04,10,화,22.2,0.0,2.8,52.0,0.0,34.0,15.0,0,0.0
75,2016,10,04,11,화,24.2,0.0,3.5,47.0,0.0,34.0,15.0,0,35.0
76,2016,10,04,12,화,25.4,0.0,4.2,39.0,0.0,34.0,15.0,0,28.0
77,2016,10,04,13,화,27.1,0.0,3.4,35.0,0.0,34.0,15.0,0,33.0
78,2016,10,04,14,화,28.0,0.0,3.3,34.0,0.0,34.0,15.0,0,23.0
79,2016,10,04,15,화,28.9,0.0,1.7,33.0,0.0,34.0,15.0,0,49.0
80,2016,10,04,16,화,28.2,0.0,4.0,39.0,0.0,34.0,15.0,0,61.0
81,2016,10,04,17,화,27.8,0.0,2.7,42.0,0.0,34.0,15.0,0,90.0
82,2016,10,04,18,화,26.1,0.0,2.5,49.0,0.0,34.0,15.0,0,127.0
83,2016,10,04,19,화,24.3,0.0,3.5,54.0,0.0,34.0,15.0,0,116.0
84,2016,10,04,2,화,18.1,0.0,0.2,74.0,0.0,34.0,15.0,0,10.0
85,2016,10,04,20,화,23.1,0.0,3.3,57.0,0.0,34.0,15.0,0,123.0
86,2016,10,04,21,화,22.2,0.0,3.3,60.0,0.0,34.0,15.0,0,101.0
87,2016,10,04,22,화,21.5,0.0,3.5,62.0,0.0,34.0,15.0,0,98.0
88,2016,10,04,23,화,20.8,0.0,3.3,65.0,0.0,34.0,15.0,0,68.0
89,2016,10,04,3,화,17.5,0.0,0.7,80.0,0.0,34.0,15.0,0,5.0
90,2016,10,04,4,화,16.8,0.0,1.0,79.0,0.0,34.0,15.0,0,0.0
91,2016,10,04,5,화,16.1,0.0,1.3,84.0,0.0,34.0,15.0,0,0.0
92,2016,10,04,6,화,16.0,0.0,0.6,83.0,0.0,34.0,15.0,0,0.0
93,2016,10,04,7,화,15.6,0.0,1.6,85.0,0.0,34.0,15.0,0,0.0
94,2016,10,04,8,화,17.0,0.0,1.6,72.0,0.0,34.0,15.0,0,0.0
95,2016,10,04,9,화,20.0,0.0,2.5,61.0,0.0,34.0,15.0,0,0.0
96,2016,10,05,0,수,20.1,0.0,4.1,66.0,0.0,29.0,13.0,0,33.0
97,2016,10,05,1,수,19.7,0.0,4.0,66.0,0.0,29.0,13.0,0,28.0
98,2016,10,05,10,수,19.9,0.0,2.5,63.0,0.0,29.0,13.0,0,0.0
99,2016,10,05,11,수,21.3,0.0,1.3,57.0,0.0,29.0,13.0,0,25.0
100,2016,10,05,12,수,23.5,0.0,1.7,54.0,0.0,29.0,13.0,0,31.0
101,2016,10,05,13,수,25.7,0.0,2.2,48.0,0.0,29.0,13.0,0,35.0
102,2016,10,05,14,수,26.7,0.0,2.0,47.0,0.0,29.0,13.0,0,40.0
103,2016,10,05,15,수,26.5,0.0,3.9,46.0,0.0,29.0,13.0,0,36.0
104,2016,10,05,16,수,25.8,0.0,4.3,47.0,0.0,29.0,13.0,0,66.0
105,2016,10,05,17,수,25.4,0.0,3.6,49.0,0.0,29.0,13.0,0,67.0
106,2016,10,05,18,수,23.3,0.0,2.9,61.0,0.0,29.0,13.0,0,126.0
107,2016,10,05,19,수,22.4,0.0,2.4,70.0,0.0,29.0,13.0,0,141.0
108,2016,10,05,2,수,19.3,0.0,3.5,66.0,0.0,29.0,13.0,0,15.0
109,2016,10,05,20,수,21.8,0.0,3.0,71.0,0.0,29.0,13.0,0,96.0
110,2016,10,05,21,수,20.9,0.0,2.3,68.0,0.0,29.0,13.0,0,135.0
111,2016,10,05,22,수,19.6,0.0,2.6,69.0,0.0,29.0,13.0,0,105.0
112,2016,10,05,23,수,18.4,0.0,2.4,70.0,0.0,29.0,13.0,0,65.0
113,2016,10,05,3,수,19.1,0.0,2.7,65.0,0.0,29.0,13.0,0,10.0
114,2016,10,05,4,수,18.9,0.0,2.6,66.0,0.0,29.0,13.0,0,20.0
115,2016,10,05,5,수,18.7,0.0,4.4,66.0,0.0,29.0,13.0,0,5.0
116,2016,10,05,6,수,18.9,0.0,4.3,63.0,0.0,29.0,13.0,0,0.0
117,2016,10,05,7,수,19.1,0.0,4.0,61.0,0.0,29.0,13.0,0,0.0
118,2016,10,05,8,수,19.1,0.0,2.7,62.0,0.0,29.0,13.0,0,0.0
119,2016,10,05,9,수,19.1,0.0,3.6,65.0,0.0,29.0,13.0,0,0.0
120,2016,10,06,0,목,17.5,0.0,2.4,73.0,0.0,44.0,19.0,0,36.0
121,2016,10,06,1,목,16.7,0.0,4.1,73.0,0.0,44.0,19.0,0,22.0
122,2016,10,06,10,목,17.2,0.0,2.5,60.0,0.0,44.0,19.0,0,10.0
123,2016,10,06,11,목,18.0,0.0,2.7,56.0,0.0,44.0,19.0,0,30.0
124,2016,10,06,12,목,20.1,0.0,2.0,50.0,0.0,44.0,19.0,0,38.0
125,2016,10,06,13,목,21.6,0.0,2.2,48.0,0.0,44.0,19.0,0,45.0
126,2016,10,06,14,목,22.2,0.0,2.5,44.0,0.0,44.0,19.0,0,40.0
127,2016,10,06,15,목,23.3,0.0,2.4,42.0,0.0,44.0,19.0,0,46.0
128,2016,10,06,16,목,22.7,0.0,3.2,44.0,0.0,44.0,19.0,0,79.0
129,2016,10,06,17,목,22.2,0.0,2.9,46.0,0.0,44.0,19.0,0,94.0
130,2016,10,06,18,목,20.4,0.0,3.7,48.0,0.0,44.0,19.0,0,152.0
131,2016,10,06,19,목,19.5,0.0,2.2,51.0,0.0,44.0,19.0,0,191.0
132,2016,10,06,2,목,16.2,0.0,4.0,74.0,0.0,44.0,19.0,0,10.0
133,2016,10,06,20,목,18.8,0.0,2.0,55.0,0.0,44.0,19.0,0,147.0
134,2016,10,06,21,목,17.9,0.0,0.7,58.0,0.0,44.0,19.0,0,115.0
135,2016,10,06,22,목,17.1,0.0,0.5,64.0,0.0,44.0,19.0,0,122.0
136,2016,10,06,23,목,16.5,0.0,1.3,65.0,0.0,44.0,19.0,0,65.0
137,2016,10,06,3,목,15.7,0.0,1.9,76.0,0.0,44.0,19.0,0,20.0
138,2016,10,06,4,목,15.0,0.0,3.6,77.0,0.0,44.0,19.0,0,10.0
139,2016,10,06,5,목,14.6,0.0,4.3,78.0,0.0,44.0,19.0,0,10.0
140,2016,10,06,6,목,14.2,0.0,4.0,79.0,0.0,44.0,19.0,0,0.0
141,2016,10,06,7,목,13.6,0.0,2.0,78.0,0.0,44.0,19.0,0,0.0
142,2016,10,06,8,목,14.1,0.0,3.1,72.0,0.0,44.0,19.0,0,0.0
143,2016,10,06,9,목,15.8,0.0,2.7,62.0,0.0,44.0,19.0,0,0.0
144,2016,10,07,0,금,16.5,0.0,2.9,59.0,0.0,29.0,13.0,0,34.0
145,2016,10,07,1,금,16.5,0.0,2.4,61.0,0.0,29.0,13.0,0,26.0
146,2016,10,07,10,금,22.9,0.0,2.3,56.0,0.0,29.0,13.0,0,15.0
147,2016,10,07,11,금,22.9,0.0,3.8,56.0,0.0,29.0,13.0,0,39.0
148,2016,10,07,12,금,22.6,0.0,2.8,56.0,0.0,29.0,13.0,0,38.0
149,2016,10,07,13,금,22.6,0.0,2.0,55.0,0.0,29.0,13.0,0,30.0
150,2016,10,07,14,금,24.5,0.0,2.9,50.0,0.0,29.0,13.0,0,44.0
151,2016,10,07,15,금,24.1,0.0,1.7,49.0,0.0,29.0,13.0,0,53.0
152,2016,10,07,16,금,23.4,0.0,1.6,50.0,0.0,29.0,13.0,0,84.0
153,2016,10,07,17,금,22.1,0.0,2.4,61.0,0.0,29.0,13.0,0,131.0
154,2016,10,07,18,금,20.3,0.5,2.9,73.0,0.0,29.0,13.0,0,182.0
155,2016,10,07,19,금,19.5,0.0,2.6,77.0,0.0,29.0,13.0,0,212.0
156,2016,10,07,2,금,16.8,0.0,2.6,66.0,0.0,29.0,13.0,0,15.0
157,2016,10,07,20,금,18.9,0.5,2.7,80.0,0.0,29.0,13.0,0,200.0
158,2016,10,07,21,금,18.6,0.0,2.1,78.0,0.0,29.0,13.0,0,183.0
159,2016,10,07,22,금,18.2,0.0,2.3,77.0,0.0,29.0,13.0,0,223.0
160,2016,10,07,23,금,17.7,0.0,2.2,77.0,0.0,29.0,13.0,0,135.0
161,2016,10,07,3,금,16.9,0.0,3.1,70.0,0.0,29.0,13.0,0,20.0
162,2016,10,07,4,금,16.9,0.0,3.3,72.0,0.0,29.0,13.0,0,15.0
163,2016,10,07,5,금,16.9,0.0,2.1,73.0,0.0,29.0,13.0,0,0.0
164,2016,10,07,6,금,17.0,0.0,2.2,72.0,0.0,29.0,13.0,0,0.0
165,2016,10,07,7,금,17.2,0.0,3.0,72.0,0.0,29.0,13.0,0,5.0
166,2016,10,07,8,금,18.4,0.0,3.0,65.0,0.0,29.0,13.0,0,5.0
167,2016,10,07,9,금,20.8,0.0,2.1,59.0,0.0,29.0,13.0,0,10.0
168,2016,10,08,0,토,17.1,1.0,2.3,85.0,0.0,23.0,11.0,0,72.0
169,2016,10,08,1,토,16.4,2.0,1.0,89.0,0.0,23.0,11.0,0,38.0
170,2016,10,08,10,토,17.7,0.0,1.6,83.0,0.0,23.0,11.0,0,10.0
171,2016,10,08,11,토,18.6,0.0,3.2,69.0,0.0,23.0,11.0,0,34.0
172,2016,10,08,12,토,19.9,0.0,3.1,61.0,0.0,23.0,11.0,0,47.0
173,2016,10,08,13,토,20.6,0.0,4.3,51.0,0.0,23.0,11.0,0,50.0
174,2016,10,08,14,토,21.7,0.0,4.4,41.0,0.0,23.0,11.0,0,66.0
175,2016,10,08,15,토,21.1,0.0,5.3,44.0,0.0,23.0,11.0,0,66.0
176,2016,10,08,16,토,20.4,0.0,3.6,50.0,0.0,23.0,11.0,0,103.0
177,2016,10,08,17,토,19.6,0.0,4.5,44.0,0.0,23.0,11.0,0,157.0
178,2016,10,08,18,토,17.9,0.0,3.9,39.0,0.0,23.0,11.0,0,227.0
179,2016,10,08,19,토,16.8,0.0,3.5,45.0,0.0,23.0,11.0,0,165.0
180,2016,10,08,2,토,16.3,1.5,1.2,91.0,0.0,23.0,11.0,0,20.0
181,2016,10,08,20,토,15.8,0.0,3.6,52.0,0.0,23.0,11.0,0,129.0
182,2016,10,08,21,토,14.7,0.0,3.1,56.0,0.0,23.0,11.0,0,165.0
183,2016,10,08,22,토,13.7,0.0,3.2,55.0,0.0,23.0,11.0,0,183.0
184,2016,10,08,23,토,11.7,0.0,6.1,56.0,0.0,23.0,11.0,0,110.0
185,2016,10,08,3,토,16.5,0.0,0.4,90.0,0.0,23.0,11.0,0,10.0
186,2016,10,08,4,토,16.4,1.0,0.3,93.0,0.0,23.0,11.0,0,10.0
187,2016,10,08,5,토,16.5,0.0,0.0,94.0,0.0,23.0,11.0,0,5.0
188,2016,10,08,6,토,16.5,1.0,2.2,94.0,0.0,23.0,11.0,0,0.0
189,2016,10,08,7,토,16.6,0.5,2.1,93.0,0.0,23.0,11.0,0,0.0
190,2016,10,08,8,토,16.7,0.0,1.0,90.0,0.0,23.0,11.0,0,5.0
191,2016,10,08,9,토,17.3,0.0,1.9,86.0,0.0,23.0,11.0,0,5.0
192,2016,10,09,0,일,10.3,0.0,3.7,61.0,0.0,19.0,10.0,1,65.0
193,2016,10,09,1,일,9.5,0.0,3.9,59.0,0.0,19.0,10.0,1,25.0
194,2016,10,09,10,일,10.3,0.0,2.8,48.0,0.0,19.0,10.0,1,10.0
195,2016,10,09,11,일,11.9,0.0,3.3,44.0,0.0,19.0,10.0,1,35.0
196,2016,10,09,12,일,14.0,0.0,3.1,39.0,0.0,19.0,10.0,1,71.0
197,2016,10,09,13,일,15.7,0.0,1.1,36.0,0.0,19.0,10.0,1,57.0
198,2016,10,09,14,일,16.1,0.0,3.2,35.0,0.0,19.0,10.0,1,69.0
199,2016,10,09,15,일,16.5,0.0,2.7,33.0,0.0,19.0,10.0,1,77.0
200,2016,10,09,16,일,16.4,0.0,3.3,35.0,0.0,19.0,10.0,1,88.0
201,2016,10,09,17,일,15.4,0.0,3.2,37.0,0.0,19.0,10.0,1,177.0
202,2016,10,09,18,일,13.6,0.0,2.2,39.0,0.0,19.0,10.0,1,236.0
203,2016,10,09,19,일,12.9,0.0,2.4,39.0,0.0,19.0,10.0,1,196.0
204,2016,10,09,2,일,8.8,0.0,2.9,57.0,0.0,19.0,10.0,1,21.0
205,2016,10,09,20,일,12.3,0.0,2.8,38.0,0.0,19.0,10.0,1,151.0
206,2016,10,09,21,일,11.9,0.0,4.2,39.0,0.0,19.0,10.0,1,140.0
207,2016,10,09,22,일,11.4,0.0,3.1,42.0,0.0,19.0,10.0,1,105.0
208,2016,10,09,23,일,11.0,0.0,3.6,43.0,0.0,19.0,10.0,1,72.0
209,2016,10,09,3,일,8.1,0.0,2.7,60.0,0.0,19.0,10.0,1,15.0
210,2016,10,09,4,일,7.8,0.0,2.6,60.0,0.0,19.0,10.0,1,10.0
211,2016,10,09,5,일,7.2,0.0,1.0,63.0,0.0,19.0,10.0,1,5.0
212,2016,10,09,6,일,6.7,0.0,1.9,63.0,0.0,19.0,10.0,1,0.0
213,2016,10,09,7,일,6.5,0.0,1.4,60.0,0.0,19.0,10.0,1,0.0
214,2016,10,09,8,일,7.5,0.0,3.0,55.0,0.0,19.0,10.0,1,0.0
215,2016,10,09,9,일,8.8,0.0,3.5,52.0,0.0,19.0,10.0,1,0.0
216,2016,10,10,0,월,10.8,0.0,3.3,45.0,0.0,29.0,12.0,0,37.0
217,2016,10,10,1,월,10.7,0.0,3.2,40.0,0.0,29.0,12.0,0,15.0
218,2016,10,10,10,월,14.0,0.0,1.3,36.0,0.0,29.0,12.0,0,0.0
219,2016,10,10,11,월,15.7,0.0,2.4,40.0,0.0,29.0,12.0,0,25.0
220,2016,10,10,12,월,17.9,0.0,1.9,32.0,0.0,29.0,12.0,0,37.0
221,2016,10,10,13,월,18.9,0.0,1.8,31.0,0.0,29.0,12.0,0,35.0
222,2016,10,10,14,월,19.9,0.0,1.5,24.0,0.0,29.0,12.0,0,43.0
223,2016,10,10,15,월,20.5,0.0,1.4,27.0,0.0,29.0,12.0,0,45.0
224,2016,10,10,16,월,20.8,0.0,2.2,29.0,0.0,29.0,12.0,0,70.0
225,2016,10,10,17,월,19.8,0.0,1.9,33.0,0.0,29.0,12.0,0,89.0
226,2016,10,10,18,월,17.2,0.0,1.6,38.0,0.0,29.0,12.0,0,148.0
227,2016,10,10,19,월,16.1,0.0,2.5,38.0,0.0,29.0,12.0,0,136.0
228,2016,10,10,2,월,10.6,0.0,2.2,40.0,0.0,29.0,12.0,0,15.0
229,2016,10,10,20,월,15.2,0.0,0.8,46.0,0.0,29.0,12.0,0,131.0
230,2016,10,10,21,월,14.6,0.0,1.0,46.0,0.0,29.0,12.0,0,112.0
231,2016,10,10,22,월,13.8,0.0,0.6,50.0,0.0,29.0,12.0,0,126.0
232,2016,10,10,23,월,13.1,0.0,0.4,53.0,0.0,29.0,12.0,0,79.0
233,2016,10,10,3,월,9.9,0.0,1.4,48.0,0.0,29.0,12.0,0,5.0
234,2016,10,10,4,월,9.2,0.0,0.9,51.0,0.0,29.0,12.0,0,15.0
235,2016,10,10,5,월,8.6,0.0,0.2,52.0,0.0,29.0,12.0,0,0.0
236,2016,10,10,6,월,7.8,0.0,1.8,58.0,0.0,29.0,12.0,0,0.0
237,2016,10,10,7,월,7.4,0.0,1.7,55.0,0.0,29.0,12.0,0,0.0
238,2016,10,10,8,월,8.8,0.0,1.6,50.0,0.0,29.0,12.0,0,0.0
239,2016,10,10,9,월,11.5,0.0,1.9,43.0,0.0,29.0,12.0,0,0.0
240,2016,10,11,0,화,12.2,0.0,0.7,54.0,0.0,48.0,23.0,0,37.0
241,2016,10,11,1,화,11.4,0.0,1.0,58.0,0.0,48.0,23.0,0,15.0
242,2016,10,11,10,화,14.8,0.0,1.5,50.0,0.0,48.0,23.0,0,10.0
243,2016,10,11,11,화,16.9,0.0,0.6,45.0,0.0,48.0,23.0,0,15.0
244,2016,10,11,12,화,17.6,0.0,2.4,42.0,0.0,48.0,23.0,0,38.0
245,2016,10,11,13,화,19.6,0.0,3.0,37.0,0.0,48.0,23.0,0,40.0
246,2016,10,11,14,화,20.6,0.0,3.7,41.0,0.0,48.0,23.0,0,46.0
247,2016,10,11,15,화,21.1,0.0,2.8,47.0,0.0,48.0,23.0,0,49.0
248,2016,10,11,16,화,20.8,0.0,2.5,49.0,0.0,48.0,23.0,0,64.0
249,2016,10,11,17,화,19.7,0.0,3.2,55.0,0.0,48.0,23.0,0,98.0
250,2016,10,11,18,화,18.3,0.0,2.3,64.0,0.0,48.0,23.0,0,158.0
251,2016,10,11,19,화,17.4,0.0,2.1,69.0,0.0,48.0,23.0,0,168.0
252,2016,10,11,2,화,10.9,0.0,1.1,60.0,0.0,48.0,23.0,0,10.0
253,2016,10,11,20,화,17.4,0.0,1.8,69.0,0.0,48.0,23.0,0,131.0
254,2016,10,11,21,화,17.4,0.0,1.7,74.0,0.0,48.0,23.0,0,116.0
255,2016,10,11,22,화,17.5,0.0,1.6,77.0,0.0,48.0,23.0,0,135.0
256,2016,10,11,23,화,16.9,0.0,1.8,84.0,0.0,48.0,23.0,0,85.0
257,2016,10,11,3,화,10.4,0.0,1.4,61.0,0.0,48.0,23.0,0,0.0
258,2016,10,11,4,화,10.5,0.0,0.5,60.0,0.0,48.0,23.0,0,10.0
259,2016,10,11,5,화,10.3,0.0,1.5,65.0,0.0,48.0,23.0,0,10.0
260,2016,10,11,6,화,10.0,0.0,0.5,66.0,0.0,48.0,23.0,0,0.0
261,2016,10,11,7,화,10.0,0.0,0.9,67.0,0.0,48.0,23.0,0,0.0
262,2016,10,11,8,화,10.5,0.0,1.1,65.0,0.0,48.0,23.0,0,0.0
263,2016,10,11,9,화,12.0,0.0,1.5,59.0,0.0,48.0,23.0,0,5.0
264,2016,10,12,0,수,16.5,0.0,1.1,86.0,0.0,60.0,29.0,0,47.0
265,2016,10,12,1,수,15.7,0.0,1.9,83.0,0.0,60.0,29.0,0,18.0
266,2016,10,12,10,수,15.0,0.0,0.5,64.0,0.0,60.0,29.0,0,5.0
267,2016,10,12,11,수,17.1,0.0,2.3,59.0,0.0,60.0,29.0,0,21.0
268,2016,10,12,12,수,18.6,0.0,1.4,53.0,0.0,60.0,29.0,0,30.0
269,2016,10,12,13,수,19.3,0.0,2.7,49.0,0.0,60.0,29.0,0,20.0
270,2016,10,12,14,수,20.2,0.0,3.1,41.0,0.0,60.0,29.0,0,34.0
271,2016,10,12,15,수,20.6,0.0,2.6,32.0,0.0,60.0,29.0,0,48.0
272,2016,10,12,16,수,19.5,0.0,3.5,32.0,0.0,60.0,29.0,0,56.0
273,2016,10,12,17,수,18.9,0.0,3.5,32.0,0.0,60.0,29.0,0,84.0
274,2016,10,12,18,수,17.0,0.0,2.2,37.0,0.0,60.0,29.0,0,153.0
275,2016,10,12,19,수,15.9,0.0,1.8,41.0,0.0,60.0,29.0,0,128.0
276,2016,10,12,2,수,14.9,0.0,2.7,84.0,0.0,60.0,29.0,0,16.0
277,2016,10,12,20,수,15.1,0.0,2.5,40.0,0.0,60.0,29.0,0,112.0
278,2016,10,12,21,수,14.7,0.0,2.0,42.0,0.0,60.0,29.0,0,110.0
279,2016,10,12,22,수,13.8,0.0,0.8,42.0,0.0,60.0,29.0,0,131.0
280,2016,10,12,23,수,13.2,0.0,1.9,47.0,0.0,60.0,29.0,0,58.0
281,2016,10,12,3,수,14.1,0.0,1.5,88.0,0.0,60.0,29.0,0,10.0
282,2016,10,12,4,수,13.3,0.0,0.5,90.0,0.0,60.0,29.0,0,5.0
283,2016,10,12,5,수,12.6,0.0,1.9,84.0,0.0,60.0,29.0,0,5.0
284,2016,10,12,6,수,12.1,0.0,1.7,90.0,0.0,60.0,29.0,0,5.0
285,2016,10,12,7,수,11.6,0.0,0.8,88.0,0.0,60.0,29.0,0,0.0
286,2016,10,12,8,수,12.0,0.0,0.6,73.0,0.0,60.0,29.0,0,0.0
287,2016,10,12,9,수,13.7,0.0,1.7,68.0,0.0,60.0,29.0,0,5.0
288,2016,10,13,0,목,12.8,0.0,2.0,46.0,0.0,45.0,21.0,0,33.0
289,2016,10,13,1,목,12.1,0.0,0.9,49.0,0.0,45.0,21.0,0,25.0
290,2016,10,13,10,목,15.2,0.0,1.3,38.0,0.0,45.0,21.0,0,10.0
291,2016,10,13,11,목,17.6,0.0,0.7,32.0,0.0,45.0,21.0,0,30.0
292,2016,10,13,12,목,18.7,0.0,1.3,29.0,0.0,45.0,21.0,0,40.0
293,2016,10,13,13,목,20.3,0.0,1.9,28.0,0.0,45.0,21.0,0,35.0
294,2016,10,13,14,목,21.1,0.0,2.5,25.0,0.0,45.0,21.0,0,37.0
295,2016,10,13,15,목,21.8,0.0,1.5,27.0,0.0,45.0,21.0,0,53.0
